"Colony","antID","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","prop_time_outside","colony_size","Exposed","IsAlive","IsQueen","N_exposed","box","colony","task_group","treatment","Ct_mean","above_detection_threshold","Ant_status"
"R5BP",59,"F3",33.13,32.67,"20-F7",0.008651671079309,"Big Pathogen","BP","Big",0.196,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.9,"T","untreated forager"
"R5BP",60,"C9",25.75,25.79,"22-C1",0.872227951494498,"Big Pathogen","BP","Big",0.009,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",25.77,"T","treated nurse"
"R5BP",61,"E6",26.65,28.84,"20-E10",0.243027265324249,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",27.745,"T","untreated nurse"
"R5BP",63,"A1",NA,34,"21-A1",0.004246195639463,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",34,"T","untreated nurse"
"R5BP",64,"A4",32,32.57,"21-A4",0.012879974405073,"Big Pathogen","BP","Big",0.012,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.285,"T","untreated nurse"
"R5BP",65,"G1",36.39,35.29,"21-G1",0.0012911003534,"Big Pathogen","BP","Big",0.106,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.84,"T","untreated forager"
"R5BP",66,"E8",32.92,32.8,"21-E8",0.008878508197285,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.86,"T","untreated nurse"
"R5BP",68,"D7",26.68,26.67,"21-D7",0.485651796951493,"Big Pathogen","BP","Big",0.002,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",26.675,"T","treated nurse"
"R5BP",69,"A1",26.82,26.71,"22-A3",0.458178810076107,"Big Pathogen","BP","Big",0.049,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",26.765,"T","untreated forager"
"R5BP",70,"B7",30.94,31.63,"21-B7",0.024598861087779,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.285,"T","untreated nurse"
"R5BP",71,"F10",32.18,31.91,"22-F2",0.015043711632661,"Big Pathogen","BP","Big",0.054,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.045,"T","untreated forager"
"R5BP",72,"C2",38.99,36.63,"20-C6",0.000360902591027,"Big Pathogen","BP","Big",0.156,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",37.81,"F","untreated forager"
"R5BP",73,"E10",24.96,25.2,"22-E2",1.36307577672175,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",25.08,"T","untreated nurse"
"R5BP",74,"G12",27.44,26.72,"21-G12",0.37369733438409,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",27.08,"T","untreated nurse"
"R5BP",75,"B8",36.79,36.48,"21-B8",0.000771907036746,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",36.635,"T","untreated nurse"
"R5BP",76,"G9",32.31,32.16,"21-G9",0.013303472003407,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.235,"T","untreated nurse"
"R5BP",77,"H6",33.03,33.27,"21-H6",0.007359528644785,"Big Pathogen","BP","Big",0.019,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.15,"T","untreated nurse"
"R5BP",78,"C8",30.01,29.24,"20-C12",0.072007046846856,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",29.625,"T","untreated nurse"
"R5BP",79,"D6",31.49,NA,"20-D10",0.0215431894186,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.49,"T","untreated nurse"
"R5BP",80,"G10",31.36,33.91,"21-G10",0.010269871273074,"Big Pathogen","BP","Big",0.489,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.635,"T","untreated forager"
"R5BP",81,"F8",30.88,30.77,"20-F12",0.033126457844641,"Big Pathogen","BP","Big",0.37,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",30.825,"T","untreated forager"
"R5BP",83,"F10",32.69,32.78,"21-F10",0.009626424300333,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.735,"T","untreated nurse"
"R5BP",84,"D8",32.33,31.77,"21-D8",0.014995121878437,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.05,"T","untreated nurse"
"R5BP",85,"A12",31.8,30.64,"21-A12",0.025655471465021,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.22,"T","untreated nurse"
"R5BP",86,"D12",33.53,33.94,"21-D12",0.005040399966414,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.735,"T","untreated nurse"
"R5BP",87,"B10",31.01,30.81,"21-B10",0.031353786735512,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.91,"T","untreated nurse"
"R5BP",88,"C4",27.12,27.26,"20-C8",0.348024645686356,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",27.19,"T","untreated nurse"
"R5BP",89,"A5",31.97,32.19,"21-A5",0.014706861414448,"Big Pathogen","BP","Big",0.045,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.08,"T","untreated forager"
"R5BP",90,"A3",26.43,26.92,"21-A3",0.485651796951493,"Big Pathogen","BP","Big",0.268,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",26.675,"T","untreated forager"
"R5BP",91,"C12",31.17,30.94,"21-C12",0.028545982814584,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.055,"T","untreated nurse"
"R5BP",92,"A6",33.9,33.74,"21-A6",0.00477067685141,"Big Pathogen","BP","Big",0.013,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.82,"T","untreated nurse"
"R5BP",93,"F4",29.88,30.55,"20-F8",0.049156958065183,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.215,"T","untreated nurse"
"R5BP",94,"G3",34.86,36.39,"21-G3",0.001483798746989,"Big Pathogen","BP","Big",0.01,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",35.625,"T","untreated nurse"
"R5BP",95,"C3",31.83,31.45,"20-C7",0.019550595936852,"Big Pathogen","BP","Big",0.003,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.64,"T","untreated nurse"
"R5BP",96,"G2",35.56,38.02,"21-G2",0.000698248481658,"Big Pathogen","BP","Big",0.03,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",36.79,"T","untreated forager"
"R5BP",97,"F1",30.27,30.85,"21-F1",0.039322398491432,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.56,"T","untreated nurse"
"R5BP",99,"G10",30.07,30.68,"22-G2",0.044322576676259,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.375,"T","untreated nurse"
"R5BP",100,"A2",35.11,34.93,"20-A6",0.002194724440578,"Big Pathogen","BP","Big",0.151,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.02,"T","untreated forager"
"R5BP",101,"C10",21.94,22.09,"21-C10",9.90341549193215,"Big Pathogen","BP","Big",0,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",22.015,"T","treated nurse"
"R5BP",102,"E12",26.46,26.28,"21-E12",0.591602499216898,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",26.37,"T","untreated nurse"
"R5BP",103,"B7",31.88,31.76,"20-B11",0.017401232110583,"Big Pathogen","BP","Big",0.294,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",31.82,"T","untreated forager"
"R5BP",104,"F1",22.82,22.86,"20-F5",5.80710929604947,"Big Pathogen","BP","Big",0,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",22.84,"T","treated nurse"
"R5BP",105,"D3",22.68,22.24,"20-D7",7.42574446176661,"Big Pathogen","BP","Big",0.003,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",22.46,"T","treated nurse"
"R5BP",106,"E1",35.28,36.17,"20-E5",0.001390833043085,"Big Pathogen","BP","Big",0.145,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.725,"T","untreated forager"
"R5BP",107,"F4",21.68,21.89,"21-F4",11.492512902511,"Big Pathogen","BP","Big",0,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",21.785,"T","treated nurse"
"R5BP",108,"D4",34.96,35.84,"20-D8",0.001716326863491,"Big Pathogen","BP","Big",0.007,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",35.4,"T","untreated nurse"
"R5BP",109,"B1",NA,33.57,"21-B1",0.005608284026901,"Big Pathogen","BP","Big",0.055,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",33.57,"T","untreated forager"
"R5BP",110,"C6",35.34,NA,"20-C10",0.001784267643849,"Big Pathogen","BP","Big",0.294,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.34,"T","untreated forager"
"R5BP",111,"E11",22.62,22.78,"21-E11",6.35769954527185,"Big Pathogen","BP","Big",0.001,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",22.7,"T","treated nurse"
"R5BP",112,"E9",32.77,32.49,"21-E9",0.010303149463483,"Big Pathogen","BP","Big",0.008,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.63,"T","untreated nurse"
"R5BP",113,"B6",27.15,37.65,"20-B10",0.011956387999881,"Big Pathogen","BP","Big",0.034,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.4,"T","untreated forager"
"R5BP",114,"E2",29.01,28.95,"21-E2",0.109299959241713,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",28.98,"T","untreated nurse"
"R5BP",115,"E3",24.97,25.47,"21-E3",1.2450305268212,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",25.22,"T","untreated nurse"
"R5BP",116,"H7",31.79,31.68,"20-H11",0.018385057818333,"Big Pathogen","BP","Big",0.049,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",31.735,"T","untreated forager"
"R5BP",117,"F5",23.31,22.93,"20-F9",4.84484625694696,"Big Pathogen","BP","Big",0,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",23.12,"T","treated nurse"
"R5BP",118,"A6",29.23,NA,"20-A10",0.092975816294848,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",29.23,"T","untreated nurse"
"R5BP",119,"H4",27.68,27.95,"21-H4",0.232265657325569,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",27.815,"T","untreated nurse"
"R5BP",120,"D5",26.41,26.38,"20-D9",0.582109919520408,"Big Pathogen","BP","Big",0.015,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",26.395,"T","untreated nurse"
"R5BP",121,"C7",34.35,32.68,"20-C11",0.005811456615555,"Big Pathogen","BP","Big",0.019,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.515,"T","untreated nurse"
"R5BP",122,"F12",30.86,30.67,"21-F12",0.034437768320722,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.765,"T","untreated nurse"
"R5BP",123,"H1",35,35.73,"20-H5",0.001755638111635,"Big Pathogen","BP","Big",0.663,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.365,"T","untreated forager"
"R5BP",124,"B3",31.51,30.61,"20-B7",0.028453782011821,"Big Pathogen","BP","Big",0.344,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",31.06,"T","untreated forager"
"R5BP",125,"H9",32.15,31.98,"22-H1",0.014850292231432,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.065,"T","untreated nurse"
"R5BP",126,"C6",32.85,33.58,"21-C6",0.007056429387838,"Big Pathogen","BP","Big",0.137,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",33.215,"T","untreated forager"
"R5BP",127,"B2",NA,34.36,"21-B2",0.003363876167661,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",34.36,"T","untreated nurse"
"R5BP",128,"D5",25.09,25.34,"21-D5",1.24906488731461,"Big Pathogen","BP","Big",0.001,176,"treated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",25.215,"T","treated nurse"
"R5BP",129,"F7",30.21,29.89,"21-F7",0.054695298897902,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.05,"T","untreated nurse"
"R5BP",130,"F9",32.56,32.56,"22-F1",0.010780527208237,"Big Pathogen","BP","Big",0.053,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.56,"T","untreated forager"
"R5BP",131,"G11",29.88,29.96,"21-G11",0.059494935769765,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",29.92,"T","untreated nurse"
"R5BP",132,"B6",28.39,28.73,"21-B6",0.143430000523312,"Big Pathogen","BP","Big",0.129,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",28.56,"T","untreated forager"
"R5BP",133,"C9",37.96,35.49,"21-C9",0.000728240788577,"Big Pathogen","BP","Big",0.019,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",36.725,"T","untreated nurse"
"R5BP",134,"H7",33.28,33.57,"21-H7",0.006159918979626,"Big Pathogen","BP","Big",0.158,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",33.425,"T","untreated forager"
"R5BP",135,"E9",32.62,33.11,"22-E1",0.008849831462333,"Big Pathogen","BP","Big",0.049,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.865,"T","untreated forager"
"R5BP",136,"A9",28.34,27.91,"22-A1",0.190053118434696,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",28.125,"T","untreated nurse"
"R5BP",137,"E8",30.86,30.51,"20-E12",0.036267281230374,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.685,"T","untreated nurse"
"R5BP",139,"D4",35.5,34.79,"21-D4",0.00202420736179,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",35.145,"T","untreated nurse"
"R5BP",140,"F5",27.61,27.68,"21-F5",0.259271631174706,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",27.645,"T","untreated nurse"
"R5BP",141,"F6",35.02,34.61,"21-F6",0.00250602269658,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",34.815,"T","untreated nurse"
"R5BP",142,"D11",31.65,31.21,"21-D11",0.022395976339112,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.43,"T","untreated nurse"
"R5BP",143,"C1",32.11,31.78,"20-C5",0.016049259529452,"Big Pathogen","BP","Big",0.263,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",31.945,"T","untreated forager"
"R5BP",144,"G6",33.7,34.2,"21-G6",0.004385811883938,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.95,"T","untreated nurse"
"R5BP",145,"D1",34.61,33.57,"21-D1",0.004005991283574,"Big Pathogen","BP","Big",0.044,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",34.09,"T","untreated forager"
"R5BP",146,"C10",33.67,33.27,"22-C2",0.005983151502798,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.47,"T","untreated nurse"
"R5BP",147,"H11",33.35,32.39,"21-H11",0.0088212473505,"Big Pathogen","BP","Big",0.047,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.87,"T","untreated forager"
"R5BP",148,"G2",35.66,36.62,"20-G6",0.001063310249096,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",36.14,"T","untreated nurse"
"R5BP",149,"F9",31.99,31.97,"21-F9",0.015689893655746,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.98,"T","untreated nurse"
"R5BP",150,"D6",32.9,32.99,"21-D6",0.008403399296499,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.945,"T","untreated nurse"
"R5BP",151,"H5",32.65,33.71,"21-H5",0.007218051892607,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",33.18,"T","untreated nurse"
"R5BP",152,"H2",35.31,36.37,"20-H6",0.0012911003534,"Big Pathogen","BP","Big",0.158,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.84,"T","untreated forager"
"R5BP",153,"A2",NA,36.6,"21-A2",0.000789587019337,"Big Pathogen","BP","Big",0.126,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",36.6,"T","untreated forager"
"R5BP",154,"C2",29.98,29.13,"21-C2",0.075343362771608,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",29.555,"T","untreated nurse"
"R5BP",155,"H6",30.12,NA,"20-H10",0.052273309886404,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",30.12,"T","untreated nurse"
"R5BP",156,"G5",32.5,32.6,"21-G5",0.010850506213722,"Big Pathogen","BP","Big",0.157,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",32.55,"T","untreated forager"
"R5BP",157,"H10",34.72,34.2,"22-H2",0.003153116375332,"Big Pathogen","BP","Big",0.166,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",34.46,"T","untreated forager"
"R5BP",158,"H12",29.23,28.66,"21-H12",0.111803397200613,"Big Pathogen","BP","Big",0.043,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",28.945,"T","untreated forager"
"R5BP",159,"D8",31.7,31.34,"20-D12",0.02112905141906,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.52,"T","untreated nurse"
"R5BP",160,"H8",33.38,34.04,"21-H8",0.005122594749184,"Big Pathogen","BP","Big",0.222,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",33.71,"T","untreated forager"
"R5BP",162,"G3",33.58,38.1,"20-G7",0.0012911003534,"Big Pathogen","BP","Big",0.241,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",35.84,"T","untreated forager"
"R5BP",163,"B2",34.98,34.78,"20-B6",0.002402813149625,"Big Pathogen","BP","Big",0.373,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",34.88,"T","untreated forager"
"R5BP",164,"A11",28.28,28.25,"21-A11",0.173594115756239,"Big Pathogen","BP","Big",0.143,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",28.265,"T","untreated forager"
"R5BP",165,"E4",34.51,33.74,"21-E4",0.003916291409568,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",34.125,"T","untreated nurse"
"R5BP",166,"G7",34.57,34.44,"20-G11",0.003062633297932,"Big Pathogen","BP","Big",0.054,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",34.505,"T","untreated forager"
"R5BP",167,"A8",32.55,32.73,"20-A12",0.010236700568047,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",32.64,"T","untreated nurse"
"R5BP",168,"A3",32.25,31.65,"20-A7",0.015997421951396,"Big Pathogen","BP","Big",0.031,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",31.95,"T","untreated forager"
"R5BP",169,"G8",31.34,31.43,"20-G12",0.023057647738659,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",31.385,"T","untreated nurse"
"R5BP",170,"H8",26.43,26.49,"20-H12",0.558135954259267,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",26.46,"T","untreated nurse"
"R5BP",171,"A8",25.84,25.85,"21-A8",0.830911940538645,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",25.845,"T","untreated nurse"
"R5BP",172,"E6",35.83,36.71,"21-E6",0.000977529787083,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",36.27,"T","untreated nurse"
"R5BP",173,"B4",27.19,27.25,"20-B8",0.341334353559477,"Big Pathogen","BP","Big",0.01,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",27.22,"T","untreated nurse"
"R5BP",174,"D10",26.56,26.6,"22-D2",0.51644015167235,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",26.58,"T","untreated nurse"
"R5BP",175,"C3",29.02,29.14,"21-C3",0.102451896006572,"Big Pathogen","BP","Big",0.001,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","nurse","pathogen.big",29.08,"T","untreated nurse"
"R5BP",176,"E10",33.89,34.88,"21-E10",0.003309900968684,"Big Pathogen","BP","Big",0.26,176,"untreated",TRUE,FALSE,17,"leamas","colony05BP","forager","pathogen.big",34.385,"T","untreated forager"
"R5SP",1,"D1",30.2,30.03,"22-A4",0.032160700525723,"Small Pathogen","SP","Small",0,33,"untreated",TRUE,TRUE,3,"polyakov","colony05SP","queen","pathogen.small",30.115,"T","untreated queen"
"R5SP",2,"B3",33.41,33.06,"22-G5",0.004418445474667,"Small Pathogen","SP","Small",0.003,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",33.235,"T","untreated nurse"
"R5SP",3,"H2",33.26,33.24,"22-E5",0.004376480522673,"Small Pathogen","SP","Small",0.168,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",33.25,"T","untreated forager"
"R5SP",4,"C1",35.73,36.86,"22-H3",0.000630654501506,"Small Pathogen","SP","Small",0.013,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",36.295,"T","untreated nurse"
"R5SP",5,"G2",35.63,34.78,"22-D5",0.001261706963543,"Small Pathogen","SP","Small",0.032,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",35.205,"T","untreated forager"
"R5SP",6,"A4",27.04,26.85,"22-F6",0.241655397623429,"Small Pathogen","SP","Small",0.003,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",26.945,"T","untreated nurse"
"R5SP",7,"H1",32.87,32.72,"22-E4",0.0058457669825,"Small Pathogen","SP","Small",0.08,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",32.795,"T","untreated forager"
"R5SP",8,"F1",34.01,33.24,"22-C4",0.003447565293209,"Small Pathogen","SP","Small",0.372,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",33.625,"T","untreated forager"
"R5SP",10,"E3",35.61,36.38,"22-B6",0.000763275812128,"Small Pathogen","SP","Small",0.116,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",35.995,"T","untreated forager"
"R5SP",11,"C3",33.61,34.13,"22-H5",0.002949979513659,"Small Pathogen","SP","Small",0.035,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",33.87,"T","untreated forager"
"R5SP",12,"C4",34.92,35.49,"22-H6",0.001261706963543,"Small Pathogen","SP","Small",0.016,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",35.205,"T","untreated nurse"
"R5SP",13,"F3",31.07,30.71,"22-C6",0.019642329859296,"Small Pathogen","SP","Small",0.002,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",30.89,"T","untreated nurse"
"R5SP",14,"G4",32.52,32.57,"22-D7",0.006853564431417,"Small Pathogen","SP","Small",0.023,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",32.545,"T","untreated forager"
"R5SP",15,"E1",38.83,35.8,"22-B4",0.00032958352929,"Small Pathogen","SP","Small",0.358,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",37.315,"F","untreated forager"
"R5SP",16,"D3",31.27,30.89,"22-A6",0.017405880598209,"Small Pathogen","SP","Small",0.006,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",31.08,"T","untreated nurse"
"R5SP",17,"E2",21.755,NA,"22-E6",4.50729517292309,"Small Pathogen","SP","Small",0,33,"treated",TRUE,FALSE,3,"polyakov","colony05SP","nurse","pathogen.small",21.755,"T","treated nurse"
"R5SP",18,"A1",37.02,34.83,"22-F3",0.000798036030979,"Small Pathogen","SP","Small",0.363,33,"untreated",TRUE,FALSE,3,"polyakov","colony05SP","forager","pathogen.small",35.925,"T","untreated forager"
